"","nameList","rating"
"2279","Mark Merklein",2.873
"3233","Theodoros Angelinos",2.873
"1537","Victor Caldarelli",2.873
"5712","Yusuke Takahashi",2.872
"2099","Ignacio Martinez",2.872
"5717","Soon Woo Kwon",2.872
"3194","Daniel Kosakowski",2.872
"1298","Stuart Bale",2.872
"3030","Ervin Eleskovic",2.872
"5603","Daniel Smethurst",2.871
"3956","Jack Kruger",2.871
"1138","Schalk Van Der Merwe",2.871
"3764","Marc Bolle",2.871
"15","Manuel Orantes",2.871
"2299","Ivo Heuberger",2.871
"2442","Si Bruce Li",2.871
"733","Peter Feigl",2.87
"1273","Nelson Aerts",2.87
"2078","Oscar Martinez",2.87
"5398","Komlavi Loglo",2.87
"3178","Michael Venus",2.869
"4651","Christian Weis",2.869
"1802","Serge Brueck",2.868
"3368","Wishaya Trongcharoenchaikul",2.868
"1267","Johan Carlsson",2.868
"4689","Conny Falk",2.868
"1354","David De Miguel",2.868
"3510","Gleb Sakharov",2.868
"4322","Vittorio Magnelli",2.868
"4818","Pat Crow",2.867
"3172","Hsin Han Lee",2.867
"578","Jonathan Smith",2.867
"2794","Leonardo Tavares",2.867
"2206","Ben Ellwood",2.867
"595","Wojtek Fibak",2.867
"2459","Robert Collins",2.867
"1379","Andrei Chesnokov",2.867
"5331","Julien Mathieu",2.867
"348","Jose Maria Gisbert",2.867
"2931","Alan Mackin",2.866
"518","Teimuraz Kakulia",2.866
"1427","Gary Donnelly",2.866
"2993","Gastao Elias",2.866
"120","Erik Van Dillen",2.865
"3297","Nils Langer",2.865
"498","Pancho Walthall",2.864
"1066","Scott Mccain",2.864
"3386","Bastian Trinker",2.863
"2893","Andreas Haider Maurer",2.863
"3202","Maxime Teixeira",2.863
"2360","Stefano Cobolli",2.862
"2977","Tobias Summerer",2.862
"1671","Brian Page",2.862
"556","Bruce Manson",2.862
"616","Roger Dowdeswell",2.861
"2185","Branislav Galik",2.861
"2318","Mark Nielsen",2.861
"1381","Alfonso Gonzalez",2.861
"552","Jan Simbera",2.861
"2713","Shao Xuan Zeng",2.861
"3938","Toshisuke Sakai",2.86
"3347","Chuhan Wang",2.86
"1937","Buff Farrow",2.86
"996","Jose Lopez Maeso",2.86
"299","Rauty Krog",2.859
"880","Ody Gabriel",2.859
"2027","Hideki Kaneko",2.859
"4100","Larry Parker",2.859
"5563","Nicolas Barrientos",2.859
"3397","Adrian Menendez Maceiras",2.858
"1874","Mehdi Benyebka",2.858
"2292","Todd Larkham",2.858
"968","Lloyd Bourne",2.858
"1576","Nicklas Kroon",2.858
"3155","Di Wu",2.857
"124","William Collins",2.857
"2349","Satoshi Iwabuchi",2.857
"2673","Zack Fleishman",2.857
"2169","Steven Downs",2.856
"2478","David Sanchez",2.856
"2586","Tapio Nurminen",2.855
"4160","Florian Merkel",2.855
"316","John Cooper",2.855
"1934","Fernon Wibier",2.854
"5380","Jamie Murray",2.854
"1186","Pascal Deniau",2.854
"3439","Nicolas Xiviller",2.854
"2964","Laurent Recouderc",2.853
"1847","Alexander Reichel",2.853
"2049","Mehdi Tahiri",2.853
"1220","Alberto Tous",2.853
"2880","Sun Yong Kim Jr",2.853
"4946","Rob Givone",2.853
"3147","Laurynas Grigelis",2.851
"2074","Massimo Ardinghi",2.851
"1015","Diego Perez",2.851
"1851","Seung Ho Ji",2.851
"1456","Bong Soo Kim",2.85
"3585","Emil Ruusuvuori",2.85
"571","Eric Deblicker",2.849
"4690","Gunther Vanderveeren",2.849
"1614","Andreas Lesch",2.848
"976","Welry Fritz",2.848
"3165","Harshana Godamanna",2.848
"1900","Luis Adrian Morejon",2.848
"5562","Alexander Ward",2.848
"1009","Chang Dae Jeon",2.848
"819","Klaus Eberhard",2.848
"3220","Nikola Mektic",2.847
"1492","Shuzo Matsuoka",2.847
"977","Manuel Diaz",2.847
"1655","Greg Failla",2.847
"4611","Fan Zhang",2.847
"2009","Joern Renzenbrink",2.847
"2239","Jeff Salzenstein",2.847
"3419","Hans Podlipnik Castillo",2.846
"5701","Alexandre Muller",2.846
"4491","Fabio Moscino",2.846
"2788","Sarvar Ikramov",2.845
"3209","Jaak Poldma",2.845
"3016","Sebastian Decoud",2.844
"1889","Ilou Lonfo",2.843
"3572","Luis Diego Chavez Villalpando",2.843
"91","Mark Cox",2.843
"3210","Duilio Beretta",2.843
"619","John Andrews",2.842
"1850","Eui Jong Chang",2.842
"1183","Phil Lehnhoff",2.842
"4653","Phillip Williamson",2.842
"1944","Grant Doyle",2.842
"4192","Gordon Simmonds",2.841
"434","Steve Faulk",2.841
"3280","Manuel Sanchez",2.841
"2173","Jose Imaz Ruiz",2.841
"4723","Chris Kennedy",2.841
"1311","Shu Hua Liu",2.84
"1830","Dimitri Poliakov",2.84
"1387","Antonio Del Rosario",2.84
"2148","Bing Pan",2.84
"3594","Djurabek Karimov",2.84
"1660","Andrew Burrow",2.839
"180","Jurgen Fassbender",2.839
"152","Alex Metreveli",2.839
"2983","Nick Lindahl",2.839
"2304","Eduardo Rincon",2.839
"1166","Jose Garcia Requena",2.838
"317","Hakar Zahr",2.838
"4202","Geoff Brown",2.838
"991","Hans Simonsson",2.837
"5530","Benjamin Mitchell",2.837
"585","Mark Farrell",2.837
"4634","Torben Theine",2.836
"2414","Alexander Popp",2.836
"2706","Luis Manuel Flores",2.836
"2117","Blaz Trupej",2.836
"1812","Jose Antonio Pepe Conde",2.836
"5538","Maxime Authom",2.836
"2522","Marcin Matkowski",2.836
"647","Carlos Kirmayr",2.836
"1586","Charlton Eagle",2.835
"56","Roy Emerson",2.835
"3486","Benjamin Hannestad",2.835
"1518","Worapol Thongkamcho",2.834
"1858","John Stimpson",2.834
"1738","Brian Garrow",2.833
"1566","Denys Maasdorp",2.833
"1217","Martin Jaite",2.833
"938","Vincent Van Patten",2.833
"4851","Roberto Alvarez",2.832
"2612","Julio Silva",2.832
"1078","Peter Lamb",2.83
"4950","Brent Haygarth",2.83
"107","Tom Edlefsen",2.83
"2485","Justin Bower",2.83
"2069","Oliver Gross",2.829
"2768","Martin Vassallo Arguello",2.829
"1783","Jiu Hua Zhang",2.829
"1002","Larry Loeb",2.828
"891","Richard Laver",2.828
"2496","Daniel Elsner",2.828
"4592","Oren Motevassel",2.828
"4082","P Gorostiaga",2.827
"2114","Solon Peppas",2.827
"5768","Kenneth Raisma",2.827
"3159","Marcelo Melo",2.827
"1736","Kenny Thorne",2.826
"945","John Hayes",2.826
"4687","Omar Urbinati",2.826
"545","Deon Joubert",2.825
"1979","Yasufumi Yamamoto",2.825
"197","Ilie Nastase",2.825
"1323","Christo Van Rensburg",2.825
"82","Eddie Cruz",2.825
"1275","Danilo Marcelino",2.825
"1667","Gerald Marzenell",2.824
"2488","Mike Bryan",2.824
"318","Per Jemsby",2.823
"1136","David Egdes",2.823
"3463","Steven Diez",2.823
"2246","Nenad Zimonjic",2.823
"1715","Tomas Nydahl",2.823
"4035","Anthony Ryan",2.823
"4230","Yair Werthimer",2.822
"2020","Mario Visconti",2.822
"951","Ricardo Acuna",2.822
"735","Luis Baraldi",2.822
"154","Peter Szoke",2.822
"939","Freddie Sauer",2.822
"4564","Jeff Etterbeek",2.821
"759","Greg Halder",2.821
"3266","Dzmitry Zhyrmont",2.821
"531","Chris Kachel",2.821
"1176","Tintus Arianto Wibowo",2.821
"208","Christian Duxin",2.82
"2679","Tasuku Iwami",2.82
"5696","Marko Tepavac",2.82
"332","Peter Pokorny",2.819
"3311","Miguel Angel Reyes Varela",2.819
"1149","Walter Redondo",2.818
"3008","Frederick Sletting Johnsen",2.817
"1704","Martin Barba",2.817
"550","Ricky Buwalda",2.816
"4020","K Brebnor",2.815
"1739","Robbie Weiss",2.815
"2038","Ofer Sela",2.814
"730","Mark Edmondson",2.814
"420","Stephen Warboys",2.814
"468","Cliff Letcher",2.814
"5070","Florian Allgauer",2.813
"2539","Dmitry Tursunov",2.813
"2690","Thierry Ascione",2.813
"1466","Dominik Guido Utzinger",2.812
"910","Flavio Mazzocchi",2.811
"2550","Johan Settergren",2.81
"1792","Frederik Fetterlein",2.809
"324","Andres Molina",2.809
"428","Vincenzo Franchitti",2.809
"1446","Karel Demuynck",2.809
"3186","Jonathan Dasnieres De Veigy",2.809
"3166","David Souto",2.809
"3611","Neal Higgins",2.808
"3452","Stefan Kozlov",2.808
"2741","Santiago Ventura",2.808
"2684","Maximilian Abel",2.807
"1514","Thierry Pham",2.807
"1413","Karsten Schulz",2.807
"5366","Michel Koning",2.807
"2404","Gaston Gaudio",2.807
"4693","Richard Whichello",2.807
"4714","David Franco",2.806
"1765","Jaroslav Bulant",2.806
"717","John Marks",2.806
"1385","Joao Cunha Silva",2.806
"4315","Drew Meyers",2.805
"52","Charlie Pasarell",2.805
"2382","Jose De Armas",2.805
"2454","Paulo Carvallo",2.805
"5220","Frank Moser",2.804
"4002","Colin Mchugo",2.804
"573","Shamil Tarpischev",2.804
"5009","Fredrik Bergh",2.804
"5702","Thai Son Kwiatkowski",2.804
"758","S Sullivan",2.803
"5635","Germain Gigounon",2.803
"3587","Daniel Michalski",2.803
"5778","Adrian Bodmer",2.803
"1621","Philip Johnson",2.803
"2278","Luke Smith",2.802
"1237","Fotis Vazeos",2.802
"2498","Nicolas Thomann",2.801
"1618","Andrei Olhovskiy",2.801
"3583","Youssef Hossam",2.801
"5706","Alexios Halebian",2.801
"1675","Bart Wuyts",2.8
"218","Jan Eric Lundquist",2.8
"3148","James Mcgee",2.8
"2201","Americo Venero Montes",2.8
"5629","Ryan Shane",2.799
"2675","Jaymon Crabb",2.798
"3020","Adrian Cruciat",2.798
"2385","John Doran",2.798
"2071","Alex Lopez Moron",2.798
"3808","Eddie Knol",2.798
"2636","Henry Adjei Darko",2.798
"2798","Kevin Sorensen",2.798
"2711","Asif Ismail",2.797
"3897","Bengt Aberg",2.797
"963","Jay Lapidus",2.797
"3257","Martin Cuevas",2.796
"141","Dan Bleckinger",2.796
"757","David Schneider",2.796
"1171","Carlos Claverie",2.796
"2102","Marcelo Charpentier",2.796
"5735","Liam Caruana",2.796
"3153","Aldin Setkic",2.796
"5403","Justin Oneal",2.795
"1374","Sandor Kiss",2.795
"5560","Adrien Bossel",2.795
"4943","Gary Henderson",2.795
"1970","Robbie Koenig",2.795
"957","John Chris Lewis",2.795
"1219","John Frawley",2.794
"2064","Radomir Vasek",2.794
"5497","Daniel Cox",2.793
"1135","Freddie De Jesus",2.793
"4519","Brett Greenwood",2.793
"1204","Jaromir Becka",2.793
"2510","Ricardo Chile Fonte",2.792
"5335","Akash Wagh",2.792
"4810","Jason Netter",2.792
"1471","Guillermo Perez Roldan",2.792
"5253","Adrian Bohane",2.791
"336","John Mcdonald",2.791
"2719","Sean Cooper",2.791
"3837","Greg Shephard",2.791
"2317","Kornel Bardoczky",2.791
"1756","Jens Peter",2.791
"508","Hector Romani",2.791
"2199","Adrian Graimprey",2.791
"2814","Woong Sun Jun",2.79
"2068","Brent Larkham",2.79
"5284","Marc Kimmich",2.79
"709","Alvaro Fillol",2.79
"5601","Patrick Ciorcila",2.789
"3045","Zhe Li",2.789
"2433","James Sekulov",2.789
"1112","Craig Wittus",2.789
"4166","Fred Whitaker",2.788
"1006","Fabio Mionbet",2.788
"5596","Martin Vaisse",2.787
"5434","Ross Hutchins",2.787
"770","Keith Richardson",2.787
"375","Pat Cramer",2.787
"1869","Pablo Albano",2.786
"1909","Yu Hui Lien",2.785
"2638","Yu Jr Wang",2.785
"380","Keith Diepraam",2.785
"1724","Christian Geyer",2.785
"1734","Royce Deppe",2.785
"1479","Hugo Chapacu",2.784
"2202","Dmitri Tomashevich",2.784
"314","Luis Felipe Tavares",2.784
"1341","Marcelo Ingaramo",2.784
"2393","Farshad Talavar",2.784
"2097","Wade Mcguire",2.784
"3377","Romain Arneodo",2.783
"1326","Bob Green",2.783
"2170","T Middleton",2.783
"932","Zoltan Ilin",2.783
"4769","Michael Bauer",2.782
"5297","John Paul Fruttero",2.782
"3952","Rich Andrews",2.782
"1646","Nicolas Pereira",2.781
"920","Cassio Motta",2.781
"3407","Luca Vanni",2.781
"1959","Juan Gisbert Jr",2.78
"1229","Rick Meyers",2.779
"1585","Ricardo Acioly",2.778
"2","John Brown",2.778
"235","Ove Nils Bengtson",2.778
"1868","Patricio Arnold",2.778
"984","Tom Cain",2.778
"4263","Perry Wright",2.777
"3096","Andrei Vasilevski",2.777
"1928","Alberto Berasategui",2.777
"2558","Alex Kim",2.777
"728","Randy Crawford",2.777
"3825","Larry Miller",2.777
"2600","Filippo Volandri",2.776
"2033","Yong Il Yoon",2.776
"927","Ahmed El Mehelmy",2.776
"4958","Marco Cacopardo",2.775
"4657","Marius Barnard",2.775
"1317","Dong Wook Song",2.774
"2492","Paul Henri Mathieu",2.774
"5137","Todd Perry",2.774
"1158","Trevor Allan",2.774
"2291","Martin Lee",2.774
"199","Geza Varga",2.774
"185","Adriano Panatta",2.774
"828","Christophe Roger Vasselin",2.774
"942","Peter Rennert",2.773
"3206","Dimitar Kutrovsky",2.772
"1866","Michael Joyce",2.772
"4632","Bobby Blair",2.771
"3302","Christian Harrison",2.77
"1935","Richard Schmidt",2.77
"320","Stanley Matthews",2.769
"2912","Daniel Gimeno Traver",2.769
"2113","Tuomas Ketola",2.769
"159","Jean Courcol",2.768
"3529","Hamid Reza Nadaf",2.768
"5285","Jose Antonio Sanchez De Luna",2.768
"2324","Bojan Vujic",2.768
"268","Jaidip Mukerjea",2.768
"4711","Brian Roe",2.768
"2519","Baris Ergun",2.768
"2100","Luis Lobo",2.768
"2144","Mashiska Washington",2.767
"2034","Han Cheol Shin",2.767
"1956","Brian Devening",2.767
"3945","Ross Walker",2.767
"1290","Stephane Bonneau",2.766
"85","Patricio Rodriguez CHI",2.766
"2266","Marcello Craca",2.766
"5523","Hong Chung",2.766
"863","D Verdieck",2.766
"867","Thierry Stevaux",2.766
"2153","Galo Blanco",2.765
"2839","Toshihide Matsui",2.765
"2215","Fabio Maggi",2.765
"4454","Antonio Capella",2.765
"3283","Luis David Martinez",2.765
"3857","Steve Wedderburn",2.765
"96","Owen Davidson",2.764
"5074","Tom Spinks",2.764
"1152","Jeremy Bates",2.764
"919","Hugo Varela",2.764
"1608","Martin Stringari",2.764
"2792","Ilia Kushev",2.764
"2053","Jorge Gonzalez",2.764
"2210","Alexandre Strambini",2.763
"1987","Eyal Ran",2.763
"1575","Pat Serret",2.763
"1622","Patrick Mcenroe",2.763
"2790","Prima Simpatiaji",2.763
"978","Eric Fromm",2.762
"5345","Stefan Wauters",2.761
"1570","Christer Allgardh",2.761
"1224","Olli Rahnasto",2.761
"3103","Treat Conrad Huey",2.761
"714","David Carter",2.76
"5695","Blake Mott",2.76
"1627","Andres Vysand",2.76
"676","Meir Wertheimer",2.76
"773","Brad Drewett",2.76
"1498","Stephen Botfield",2.76
"1100","Hans Dieter Beutel",2.76
"4890","Ashley Naumann",2.759
"4762","Darren Patten",2.759
"5102","Denis Golovanov",2.759
"4847","Juan Pablo Etchecoin",2.758
"4709","Vicente Solves",2.758
"3086","Antonio Veic",2.758
"2615","Thomas Blake",2.758
"1648","Jesus Colas",2.758
"2245","Srdan Muskatirovic",2.757
"2142","Kotaro Miyachi",2.757
"3532","Soren Hess Olesen",2.757
"104","Patricio Cornejo",2.757
"1433","Luke Jensen",2.757
"415","Colin Dibley",2.756
"13","Neale Fraser",2.756
"4535","David Macpherson",2.756
"3923","Stephen Thompson",2.755
"2374","Yu Zheng",2.755
"239","Pancho Guzman",2.754
"74","Thomaz Koch",2.754
"1213","Glenn Michibata",2.754
"4625","Fredrik Waern",2.754
"1791","Jerome Seguin",2.754
"2092","Albert Chang",2.754
"767","Bengt Lundstedt",2.754
"4606","Rill Baxter",2.753
"128","Dick Knight",2.752
"704","Mansour Bahrami",2.752
"3149","Barry King",2.752
"1302","Juan Hernandez",2.752
"980","Mel Purcell",2.752
"708","Nikola Soear",2.751
"1344","Jorge Bardou",2.751
"624","Nick Saviano",2.751
"3487","Yaraslau Shyla",2.751
"2458","Danai Udomchoke",2.751
"2004","Laurence Tieleman",2.751
"1797","Sandor Noszaly",2.75
"3652","Sammy Giammalva",2.75
"5144","Radim Zitko",2.75
"2589","Wen Lung Chang",2.75
"1233","Gabriel Auroux",2.75
"3917","Doug Stone",2.749
"3259","Ruan Roelofse",2.749
"1447","Alvaro Jordan",2.749
"710","John Holladay",2.748
"3187","Guillermo Olaso",2.748
"4262","H Lerke",2.748
"2388","Andrej Kracman",2.748
"2460","Alexey Kedryuk",2.748
"2812","Xin Yuan Yu",2.748
"1271","Ivan Kley",2.747
"1668","Paul Dogger",2.747
"4896","Robert Kroll",2.747
"926","Tarek El Sakka",2.747
"2497","Stefano Tarallo",2.747
"2025","Vincent Spadea",2.747
"1130","Francesco Cancellotti",2.746
"1815","Kent Kinnear",2.746
"2860","Guillaume Couillard",2.746
"449","Tom Brown",2.746
"1397","Carl Limberger",2.745
"4659","Mike Baroch",2.745
"1546","Boaz Merenstein",2.745
"453","Ricardo Cano",2.745
"3545","Corentin Moutet",2.745
"2054","Suwandi Suwandi",2.745
"2211","Patrik Fredriksson",2.745
"1320","Orlando Lourenco",2.745
"5069","Radovan Svetlik",2.745
"5208","Robert Yim",2.743
"2354","Jordi Mas",2.743
"2035","German Puentes",2.742
"3284","Ricardo Rodriguez",2.742
"2945","Adam Thompson",2.742
"2577","Victor Estrella",2.742
"5634","Eric Quigley",2.741
"5625","Toni Androic",2.741
"2260","Attila Savolt",2.741
"427","Antonio Zugarelli",2.741
"2104","Juan Garat",2.741
"1499","Andrew Castle",2.741
"823","Chris Delaney",2.74
"172","John Alexander",2.74
"347","Moataz El Sonbol",2.74
"2058","Razvan Sabau",2.739
"485","Robert Machan",2.739
"22","John Fraser",2.739
"490","Paolo Bertolucci",2.739
"166","Victor Egorov",2.739
"1689","Bent Ove Pedersen",2.738
"1653","Igor Flego",2.736
"444","Kenichi Hirai",2.736
"5574","Jean Andersen",2.736
"915","Rohun Beven",2.736
"1378","Rashid Malik",2.736
"5599","Andres Artunedo Martinavarr",2.736
"2006","Miles Maclagan",2.735
"3093","Bruno Agostinelli",2.735
"1032","Anders Jarryd",2.735
"1226","David Pate",2.735
"1023","Chris Johnstone",2.735
"864","Noel Phillips",2.735
"4942","Andrew Painter",2.735
"1967","Tomas Anzari",2.735
"4247","Chris Ellis",2.734
"2966","Flavio Cipolla",2.734
"3203","Sebastian Rieschick",2.734
"1062","Rand Evett",2.733
"5668","Enrique Lopez Perez",2.733
"1022","Marco Armellini",2.733
"749","Hank Pfister",2.732
"1947","David Prinosil",2.732
"5187","Melvyn Op Der Heijde",2.732
"4419","David Parker",2.731
"387","Sashi Menon",2.731
"1198","Peter Johnston",2.731
"2150","Sander Groen",2.731
"1516","Reda Galou",2.73
"654","Yuji Tezuka",2.73
"4722","Grant Saacks",2.73
"3415","Seong Chan Hong",2.73
"525","C Munoz",2.729
"3522","Temur Ismailov",2.729
"5329","Luka Belic",2.729
"4493","Jan Sandberg",2.729
"4197","J Cabeza",2.729
"851","George Rudman",2.729
"973","Brad Guan",2.728
"5147","Marcelo Amador",2.728
"1700","Neil Broad",2.728
"3213","Artem Sitak",2.728
"1196","Carl Axel Hageskog",2.728
"5327","Benedikt Dorsch",2.728
"1119","Nduka Odizor",2.728
"1652","Gerardo Mirad",2.727
"4436","Todd Lundy",2.727
"1472","Gustavo Luza",2.727
"547","Billy Martin",2.726
"4555","Eric Rosenfeld",2.726
"1086","Zoltan Kuharszky",2.725
"5101","Zbynek Mlynarik",2.725
"5419","Mahmoud Ezz",2.725
"970","Dave Siegler",2.725
"1896","Genaro Deleon",2.725
"2450","Marco Osorio",2.724
"1730","Harald Mair",2.724
"3260","Min Hyoek Cho",2.724
"4695","Massimo Boscatto",2.724
"3955","Desmond Ward",2.724
"2533","Lior Mor",2.724
"252","Ashley Cooper",2.724
"1238","Kimmo Alkio",2.723
"1330","Marc Flur",2.723
"2949","Predrag Rusevski",2.722
"5626","Maxime Hamou",2.722
"771","K Javan",2.721
"446","Leif Johansson",2.721
"160","Thomas Lejus",2.721
"1361","Marian Vajda",2.72
"422","Mervyn Rose",2.72
"4249","Helmut Beermann",2.72
"1068","Donald Watt",2.72
"5532","Carlos Gomez Herrera",2.72
"1775","Denis Langaskens",2.72
"2511","Carlos Drada",2.72
"3277","Kevin Kung",2.719
"2680","Oscar Hernandez",2.719
"3434","Takanyi Garanganga",2.718
"4758","Warren Green",2.718
"2110","Alejandro Hernandez",2.718
"536","Dick R Bohrnstedt",2.718
"2666","Balazs Veress",2.718
"3329","Herkko Pollanen",2.718
"3221","Marcus Daniell",2.717
"839","M Laimina",2.717
"3785","Francois Battegay",2.717
"173","Alex Kurucz",2.717
"126","Mike Estep",2.717
"2563","Ota Fukarek",2.716
"2592","Mohammad Ghareeb",2.716
"3146","Ricardo Hocevar",2.716
"334","Christian Kuhnke",2.716
"222","Jorgen Ulrich",2.716
"167","Patrick Hombergen",2.715
"4652","Johan Vekemans",2.714
"5742","Miomir Kecmanovic",2.713
"3491","Lucas Catarina",2.713
"5218","Jaroslav Levinsky",2.713
"225","Manuel Santana",2.713
"2083","Jonathan Erlich",2.712
"2820","Luis Haddock",2.712
"1886","Roland So",2.712
"825","Johan Kriek",2.712
"5224","Raphael Durek",2.712
"3313","Jorge Brian Panta Herreros",2.711
"1809","Marcos Ondruska",2.711
"4071","Steve Messmer",2.711
"698","Ulrich Marten",2.711
"5660","Roberto Ortega Olmedo",2.71
"4603","Laird Dunlop",2.71
"3591","Sarp Agabigun",2.71
"3046","Martin Sayer",2.71
"2386","Gergely Kisgyorgy",2.71
"4725","Johan Alven",2.709
"1983","Christian Camradt",2.709
"1351","Luca Bottazzi",2.709
"2629","Kasper Warming",2.709
"1645","Brett Custer",2.709
"2523","Vasilis Mazarakis",2.709
"5344","Goncalo Nicau",2.708
"2954","Sherif Sabry",2.708
"2346","Thomas Schiessling",2.708
"2554","Irakli Labadze",2.708
"1567","Gustavo Garetto",2.708
"1168","Peter Bastiansen",2.708
"3644","Tico Carrero",2.708
"2764","Daniel Koellerer",2.708
"1431","Richard Matuszewski",2.708
"3051","Martin Pedersen",2.707
"2624","Henrik Andersson",2.707
"14","Merv Guse",2.706
"3152","Vladimir Ivanov",2.706
"3324","Harri Heliovaara",2.706
"821","Tim Wilkison",2.706
"2263","Borut Urh",2.705
"1083","Andrei Dirzu",2.705
"1669","Bret Garnett",2.705
"1808","Luis Herrera",2.704
"4212","Bob Helmers",2.704
"3058","Uladzimir Ignatik",2.704
"1150","Harald Theissen",2.703
"2787","Simon Rea",2.703
"2852","Victor Romero",2.702
"1254","Jerome Vanier",2.702
"5705","Sekou Bangoura",2.702
"1303","Chris Bradnam",2.702
"2146","Marcio Carlsson",2.701
"4586","Richard Akel",2.701
"1187","Henrik Sundstrom",2.7
"2056","Scott Barron",2.7
"1754","Cristiano Caratti",2.7
"3054","Conor Niland",2.7
"183","Wilhelm Bungert",2.7
"196","Piero Toci",2.699
"1819","Dinu Pescariu",2.699
"198","Jaime Pinto Bravo",2.699
"5207","Mariano Delfino",2.699
"2168","Kris Goossens",2.699
"1891","Steven Kangwa",2.698
"753","Alejandro Pierola",2.697
"4768","Peter Hajek",2.697
"327","Stefan Koudelka",2.697
"1911","Laszlo Markovits",2.697
"1404","Shane Barr",2.696
"266","Felicisimo Ampon",2.696
"1640","Per Henricsson",2.695
"4728","Michael Daniel",2.695
"1628","Eduardo Furusho",2.694
"946","Wolfgang Popp",2.694
"2192","Wei Ju Chen",2.694
"1490","John Letts",2.694
"3905","Charles Darley",2.693
"4846","Nicolas Becerra",2.693
"4154","Dave Kanter",2.693
"888","Andreas Maurer",2.693
"3908","Mikael Stig",2.692
"5480","Tiago Fernandes",2.692
"1483","Corrado Aprili",2.692
"4892","Johan De Beer",2.692
"3010","Karlis Lejnieks",2.691
"2344","David Caldwell",2.691
"3101","Francis Casey Alcantara",2.691
"3006","Dawid Olejniczak",2.691
"1647","German Lopez",2.691
"1629","Mike Lee",2.69
"3536","Altug Celikbilek",2.69
"1673","Xavier Daufresne",2.69
"1762","Nicolas Romero",2.69
"342","Jan Hordijk",2.69
"5667","Nino Serdarusic",2.69
"1259","Libor Pimek",2.69
"831","Francisco Gonzalez",2.69
"2272","Juan Antonio Marin",2.689
"4885","Scott Humphries",2.689
"130","Roy Barth",2.688
"178","Koji Watanabe",2.688
"1396","Brad Pearce",2.688
"5281","Phillip Simmonds",2.688
"3496","Antoine Bellier",2.687
"4413","Juan Farrow",2.687
"11","Jun Kamiwazumi",2.687
"3936","Paul Scholtz",2.687
"177","Frew Mcmillan",2.687
"2345","Charles Auffray",2.686
"905","Miguel Mir",2.686
"2226","Oscar Ortiz",2.686
"2030","Jozsef Krocsko",2.686
"369","Derek Schroder",2.686
"522","Peter Kanderal",2.686
"1842","Felipe Rivera",2.686
"1309","Jan Van Langendonck",2.685
"1393","Roberto Saad",2.685
"424","Steve Krulevitz",2.685
"2686","Frantisek Cermak",2.685
"5312","Sergio Ramirez",2.685
"2714","Bostjan Osabnik",2.685
"5782","Mate Valkusz",2.685
"5613","Hsien Yin Peng",2.685
"4540","Tim Anderson",2.684
"943","Bill Maze",2.684
"3025","Gabriel Trujillo Soler",2.684
"1370","Ricky Brown",2.684
"1207","Givaldo Barbosa",2.684
"5466","Alexander Tavkhelidze",2.684
"3499","Amine Ahouda",2.684
"2872","Devin Mullings",2.683
"879","Altaf Hussain",2.683
"3009","Juho Paukku",2.683
"5661","Gregoire Barrere",2.683
"2086","James Greenhalgh",2.682
"558","Victor Amaya",2.682
"4686","Sebastien Gerard",2.682
"4172","Hans Goransson",2.682
"2905","Gianluca Naso",2.681
"4045","E Chavez",2.681
"3396","Alejandro Gomez GB42",2.681
"1362","Jeff Klaparda",2.681
"2483","Adrian Garcia",2.681
"409","Isao Kobayashi",2.68
"1057","Chip Hooper",2.68
"4593","Leighton Alfred",2.68
"1096","Hans Peter Kandler",2.68
"3224","Chris Brandi",2.68
"3421","Jui Chen Hung",2.678
"5738","Adrian Andreev",2.678
"1165","Adolfo Gonzalez",2.678
"1795","Tomasz Iwanski",2.678
"2575","Pablo Bianchi",2.678
"5732","Menelaos Efstathiou",2.678
"921","John Picken",2.677
"462","Ian Crookenden",2.677
"1455","Gilles Ganancia",2.677
"4432","Ivan Camus",2.677
"4304","Mario Piuk",2.676
"4562","Christian Jessel",2.676
"681","Ismail Majeed",2.676
"2370","Ivo Bratanov",2.676
"833","Peter Langsford",2.676
"3958","U Mcdonald",2.675
"5713","Roman Safiullin",2.675
"3410","Aslan Karatsev",2.674
"3574","Gerardo Lopez Villasenor",2.674
"5407","Alexander Slabinsky",2.674
"194","Giordano Maioli",2.674
"2840","Travis Rettenmaier",2.674
"2315","Wing Luen Wong",2.674
"2319","Glenn Wilson",2.673
"2203","Lucas Arnold Ker",2.673
"3262","Denys Molchanov",2.672
"1878","Rafael Avalos Brenes",2.672
"3156","Alvaro Raposo De Oliveira",2.672
"363","Ned Neely",2.672
"2991","Syrym Abdukhalikov",2.672
"3222","Jeson Patrombon",2.671
"609","Larry Turville",2.671
"297","Zan Guerry",2.671
"686","Jacek Niedzwiedzki",2.67
"3569","Joao Pedro Sorgi",2.669
"949","Stefan Svensson",2.669
"2133","Jose Luis Noriega",2.669
"577","John Whitlinger",2.667
"3834","Charles Hoeveler",2.667
"1178","Sombat Uamongkol",2.667
"5662","Jordi Samper Montana",2.666
"1663","Sergio Cortes",2.666
"1406","Thierry Champion",2.665
"1346","John Ross",2.664
"5711","Evgeny Tyurnev",2.664
"1097","Brad Gilbert",2.663
"5543","Jae Min Seol",2.663
"612","Francois Van Der Merwe",2.663
"1549","Paul Vojtischek",2.662
"1343","Jordi Arrese",2.662
